sent_id,text,distance,root_lemma,root_surface,root_idx,n_tokens,surprisal_small,surprisal_medium,surprisal_large
train-s2022,1970年の世界選手権、1972年のミュンヘンオリンピックでそれぞれ銀メダルを獲得した。,2,獲得,獲得,18,21,4.28515625,1.248046875,0.4853515625
train-s2023,"昨年の7月7日の午後から熱が続きましたので,支部に電話して浄霊のお願いをしました。",12,為る,し,28,31,0.11627197265625,8.1640625,0.71484375
train-s2025,"統一教会は問題の多い宗教団体とは考えるが,直ちに警察機構が介入すべし,とは思わない。",4,思う,思わ,24,26,2.39111328125,7.181640625,5.933837890625
train-s2028,それぞれ異なる理想を持つ時間犯罪者たちが集まり、歴史上の大きな転換点となる20世紀末から21世紀初頭にかけて揺さぶりをかけ、歴史を変化させようとしている。,25,為る,し,41,44,0.6796875,9.6484375,2.978515625
train-s2031,はじめは会計士になることを目指していたが、1950年にシェークスピアの『十二夜』でセバスチャンを演じたことをきっかけに俳優になることを決意し、イギリスに渡った。,27,渡る,渡っ,44,46,3.970703125,5.03662109375,2.654296875
train-s2032,"さて,日本助産師会が行った,助産所でのホメオパシーの実施実態にかんする調査の結果は,9月7日に発表されました。",16,発表,発表,31,36,2.0703125,2.25390625,2.462890625
train-s2036,前年にデビューし、当時アイドルとして人気絶頂であった斉藤由貴が主演したことでも話題になった。,8,成る,なっ,27,29,1.5712890625,22.5859375,4.0546875
train-s2037,全身が毛に覆われていて、赤い大きな目をしており、牙が生えていて、背中にトゲ状のものがある。,22,有る,ある,33,34,3.646484375,5.03515625,2.5078125
train-s2038,一部は被災児童の教育資金として石碑を設置した自治体に寄付する。,6,寄付,寄付,19,21,0.99072265625,0.583984375,2.81640625
train-s2039,前年と比べ、「参加したい・してもよい」という積極派が減る一方、「義務でも参加したくない」と答える人が4割を超えるなど、参加意欲が低下傾向にあることが分かった。,24,分かる,分かっ,51,53,1.6357421875,21.79296875,1.4150390625
train-s2041,『マリオカートWii』のWi-Fi対戦では相手が公開しているMiiを使っていると自動的にパレードに来るという機能が搭載されている。,16,搭載,搭載,33,38,2.798828125,1.2509765625,2.494140625
train-s2045,生育地である下記の地方公共団体が作成したレッドデータブックにも掲載されている。,6,掲載,掲載,19,24,1.212890625,1.431640625,1.5869140625
train-s2047,極東では、アヘン戦争で敗れた清に対して1844年に黄埔条約を自国に有利な形で締結し、海禁政策を採るインドシナの阮朝大南国に対しては1847年にダナン港を砲撃して圧力をかけた。,25,掛ける,かけ,53,55,7.8828125,12.625,1.05859375
train-s2048,陸上の戦いが失敗したので、海上の戦いも無意味にイギリス軍は撤退した。,12,撤退,撤退,21,24,3.3125,2.51171875,5.515625
train-s2050,女性スパを大阪で探していたら結局大東洋に行き着きました。,9,行き着く,行き着き,14,17,6.1357421875,6.38427734375,6.177978515625
train-s2051,航空法上で2人の操縦士が乗務することが義務付けられている航空機では通常、機長と副操縦士が1名ずつ乗務し操縦を行う。,21,行う,行う,38,39,2.00390625,1.9462890625,3.9609375
train-s2052,当初の領域は今より広かったが、後にレイク郡とヒューロン郡が創設されて小さくなった。,5,成る,なっ,24,26,0.509765625,14.35546875,0.369140625
train-s2053,"また当該施設にない内装の写真もYFWPのサイトにはUPされており,他にもスマイルハートが出入りしている特養ホームがあると推測される。",8,推測,推測,36,39,6.75390625,3.494140625,6.19921875
train-s2055,"現に統一教会も教祖の自叙伝を信者に大量購入させ,配り歩かせている。",6,配り歩く,配り歩か,17,21,17.83203125,13.25439453125,15.4716796875
train-s2057,アギスはリュサンドロスを監督官に就任させ、法案を長老会に提案した。,10,提案,提案,17,20,4.0546875,4.203125,5.12890625
train-s2058,"もし一対一で会ったら,確実に取り込まれてしまいそうな,とてつもないパワーを持った人だと思いました。",6,思う,思い,28,31,4.25,11.5234375,4.88671875
train-s2059,息子に、彫刻家の後藤光岳がいる。,2,居る,いる,10,11,3.990234375,4.97265625,7.078125
train-s2061,"当選を目指し,選挙活動をされている方も含みます。",9,含む,含み,14,16,10.729248046875,10.94921875,13.396484375
train-s2062,岐阜バスは当ターミナルを郡上白鳥と称する。,4,称する,称する,10,11,11.4609375,22.2734375,12.078125
train-s2064,"猛士には119人の鬼が所属しており、協力する人はおよそ1,000人ほどいる。",11,居る,いる,24,25,1.5390625,1.7490234375,2.3125
train-s2068,ブラックパール号の船員が自分たちの命を守るため果敢にも戦っている中ジャックはボートで逃げ出したが、コンパスを覗き自分の「最も手に入れたいもの」が何であるかを知る。,33,知る,知る,48,49,3.8125,8.21875,3.708984375
train-s2069,制御器のノッチは1-5ノッチが電動機直列・電池並列、6-8ノッチが電動機並列・電池並列、9-12ノッチが電動機並列・電池直列の順で、電力を有効に用いるため段数を多くとっている。,21,取る,とっ,54,57,3.6572265625,14.28125,5.130615234375
train-s2071,私はこちらでハードコンタクトレンズを作りました。,2,作る,作り,9,12,5.21484375,11.21875,4.4375
train-s2072,これが、不思議と効いたんですよ!,4,利く,効い,6,11,12.30078125,8.720703125,8.904296875
train-s2074,メンバーはそれぞれソロ活動をするようになった。,4,成る,なっ,10,12,6.5625,19.41015625,4.21875
train-s2075,しかし1558年に始まったリヴォニア戦争で25年に渡りバルト地方の覇権を争いながら、ポーランド、新興のスウェーデンに敗れ、ヨーロッパから追い出された。,12,追い出す,追い出さ,32,35,5.3271484375,5.873046875,5.1484375
train-s2076,"後藤氏の生い立ちから現在までがつづられる中,“創価学会との攻防”に一章が割かれています。",11,裂く,割か,24,29,0.302490234375,1.33355712890625,2.273681640625
train-s2079,拳法の達人で、中国の中林寺という場所で修行を積んだという。,4,言う,いう,19,20,2.537109375,2.55859375,1.93359375
train-s2080,"ほぼ毎日パソコンを使える部屋で課題をしていた私と韓国人のホストシスターは毎晩帰宅後の彼に遭遇するのですが,なにか様子がおかしいことに気が付きました。",30,付く,付き,43,46,0.80126953125,1.861328125,2.8250732421875
train-s2081,しかし、その力を制御しきれておらず、暴走を起こしやすい。,6,起こす,起こし,15,17,5.19140625,9.76953125,10.6875
train-s2082,ジオン・ズム・ダイクンの死後ジオン共和国に公国制を敷くが、劇中の時点では実質的に隠居状態にある。,12,有る,ある,29,30,4.13671875,7.1015625,4.1171875
train-s2083,文系科目担当として英語を教えることになり、中学1年生の勉強からやり直すとともに、英語オーディオブックを生活に取り入れるようになる。,16,成る,なる,35,36,4.37890625,10.625,4.16796875
train-s2084,旧中曽根派などの支援を受けて4期16年知事を務め、県内での知名度は群を抜く。,14,抜く,抜く,26,27,2.634765625,1.4854965209960938,1.609375
train-s2085,フランスのサルコジ大統領はこの日、金融取引税の導入を提案すると述べた。,4,述べる,述べ,18,20,3.68359375,3.65625,1.791015625
train-s2086,赤ん坊になったデデデ大王の頬を本人と知らずひっぱったり、呪いの人形の「デデデ人形」を乱暴に扱って楽しんだりといたずら好きなところもある。,24,有る,ある,37,38,1.4736328125,4.015625,1.7802734375
train-s2088,「法に基づいて制度を整えておくと、国の助成が受けられるなど従業員、会社双方にとってメリットになる」と話す。,17,話す,話す,33,34,2.4375,2.208984375,2.666015625
train-s2091,また、国鉄103系電車、国鉄113系電車等の鉄道ファンに特に人気のある国鉄形車両の廃車が相次いだことにより、ファンも増えていっている。,8,増える,増え,36,41,8.4375,10.0625,11.59375
train-s2092,前述のMTVの誕生と発展もほぼ軌を一にしている。,4,為る,し,14,17,0.642578125,2.29296875,0.67041015625
train-s2093,島内にある獅子島へき地診療所の送迎バス用の車両を、送迎バスが使用しない日に間合いで使用するかたちで運行している。,14,運行,運行,31,35,2.859375,3.9296875,4.84765625
train-s2096,アメリカ側から酒屋通りに向かう小船はラム・ランナーと呼ばれ、荷受は主として漁師が副業として従事した。,4,従事,従事,29,32,4.44921875,4.421875,4.4609375
train-s2098,マンションの外では、雨が降って、遠くの桜が濡れていた。,8,濡れる,濡れ,16,20,4.75390625,6.37890625,5.513671875
train-s2099,台詞は2人が1文を半分ずつ言っている。,6,言う,言っ,10,13,6.6953125,4.4375,6.33984375
train-s2102,科学技術庁長期在外研究員としてウィスコンシン大学で研究を行った。,2,行う,行っ,16,18,3.4296875,18.12109375,3.53125
train-s2103,それならば、お店プリントをした方がメリットが多いと私は思っています。,12,思う,思っ,19,23,3.175537109375,4.79296875,3.548828125
train-s2104,"SQL Serverのようなリレーショナルデータベースとは違って,Mongo DBのデータはドキュメントを基本的な構成単位とする。",6,為る,する,26,27,4.82421875,1.802734375,2.625
train-s2106,翌3年6月22日、伴の潜伏する大安寺村の慶雲庵に村松藩の捕吏が殺到、伴は捕吏の一人を板戸越しに刺した後相手方の怯んだ隙に自刃して果てたという。,22,言う,いう,52,53,4.25390625,14.875,3.09375
train-s2108,彼の“One more thing”が永遠に聞けないのが残念でなりません。,8,成る,なり,17,20,1.9111328125,3.189453125,1.462890625
train-s2109,SF短編を収録した単行本を発行名義で大別し、さらにレーベル毎にまとめた。,13,纏める,まとめ,20,22,5.875,12.1171875,3.462890625
train-s2110,しかし、テレパシーを使い、度々リンクに語りかけて助けを求め、リンクによって救出された後は教会に匿われていたが、リンクの留守中に教会に押し寄せてきた兵士たちに連れて行かれた。,33,行く,行か,51,54,2.37744140625,7.484375,1.622802734375
train-s2111,中世ヨーロッパ風のファンタジー世界「バイアシオン大陸」を舞台に、プレイヤーは「冒険者」となって世界を冒険する。,12,冒険,冒険,26,28,1.044921875,1.9990234375,0.367919921875
train-s2113,成長が早く、そのため苗木は安価で流通している。,9,流通,流通,11,15,3.486328125,4.2734375,2.919921875
train-s2117,異国情緒あふれる阿蘭陀船も“復元5年”を祝い出航する。,3,出航,出航,14,16,8.40625,7.1787109375,3.115234375
train-s2118,右にある[表示]をクリックすると一覧表示される。,4,表示,表示,12,15,3.650390625,2.40625,4.44140625
train-s2121,王将は味、雰囲気共にここが最高といえる。,4,言う,いえる,12,13,8.7890625,14.40625,7.640625
train-s2124,この観測によって、天の川銀河にも棒渦巻銀河のような構造があるかも知れないという仮説が提唱された。,6,提唱,提唱,28,32,2.728515625,1.703125,1.4404296875
train-s2126,まず、デザインが古臭く、とても買う気になれません。,7,成る,なれ,12,15,1.2294921875,2.115234375,3.771484375
train-s2127,本社事務所を東京都千代田区に、登記上の本社を横浜市戸塚区に置く。,12,置く,置く,21,22,2.244140625,11.125,1.2353515625
train-s2130,あとミーハーな女性客が来るので遭遇するとイラっとします。,8,為る,し,15,17,1.5341796875,1.4111328125,1.8837890625
train-s2132,こちらとしては受付に「奥歯が痛いから治して欲しい」と伝えたにも関わらずこのような対応で納得が行きませんでした。,15,行く,行き,31,36,4.6328125,4.65380859375,7.828125
train-s2133,"歴史上の偉人の霊言,現役政治家の霊言,宇宙人の霊言など,その対象をアグレッシブに拡張してきましたが,とうとう他宗教トップの霊言まで出てきてしまうそうです。",11,出る,出,40,47,4.375,5.45703125,4.578125
train-s2134,"用意できない信者は“経済舞台”が組まれ,印鑑や浄水器等を販売し,教会に貢献することが求められていた。",16,求める,求め,29,34,4.1640625,2.783203125,2.087890625
train-s2137,彼はここのカンテラで成長した選手で、我々とともにサイドバックとしてのクオリティーを爆発させたんだ。,2,爆発,爆発,25,31,8.375,6.4375,8.7890625
train-s2139,天蓋付きベッドがいくつも写っています。,4,写る,写っ,8,12,9.79443359375,11.326171875,11.01953125
train-s2142,ディーンは持ち前の剛速球で、この年18勝15敗、リーグ最多の191の三振を奪う活躍をした。,5,為る,し,26,28,2.068359375,3.318359375,4.1015625
train-s2143,民事訴訟では自転車に乗っていたAと軽自動車を運転していたBの過失を一部認め、BはAの遺族に対して6400万円の支払いを命じられた。,20,命ずる,命じ,44,47,5.03515625,11.244140625,4.05078125
train-s2144,教師をはじめ、関係者に大きな動揺が広がった。,7,広がる,広がっ,11,13,2.25,2.85546875,2.5400390625
train-s2149,2008年5月29日、WBA世界スーパーミドル級王座を返上した。,2,返上,返上,15,18,3.455078125,4.231642723083496,4.359424591064453
train-s2153,戦国武将の伊達政宗や真田幸村にゆかりのある宮城県と長野県のJAが、東京・秋葉原のメードカフェ「キュアメイドカフェ」で、歴史好きの若者に自慢のブランド米をPRしている。,15,PR,PR,45,49,4.8359375,0.3447265625,0.12469482421875
train-s2155,三島以降、頑なにトレーナーを拒否していた元気の才能を見抜き、専属トレーナーとなる。,11,成る,なる,22,23,3.19140625,2.4921875,3.525390625
train-s2156,また、当時の技術的制限下では、コンサートでは再現できない楽曲が多く、『リボルバー』発表後『リボルバー』の曲がビートルズのコンサートで演奏されることはなかった。,12,演奏,演奏,37,44,0.9697265625,0.62255859375,0.331787109375
train-s2159,犯罪が行為でなければならないということは、これらのものはおよそ犯罪たり得ないことを意味する。,17,意味,意味,26,28,4.41796875,3.890625,1.5244140625
train-s2161,これは設備の購入負担金を必要とする一方で、どのエリアからどれだけ購入、消費されたかを計る目安にもなる。,18,成る,なる,32,33,4.06640625,4.97265625,3.123046875
train-s2162,1838年、フランソワ=ルネ・ド・シャトーブリアンはシャンティイの邸宅に滞在し、アンギャン公の刑死に触発された『墓の彼方からの回想』を執筆した。,2,執筆,執筆,37,40,0.6923828125,1.1552734375,2.171875
train-s2163,夜には照明がしぼられ、ムーディな雰囲気が楽しめました。,8,楽しむ,楽しめ,13,16,4.298454284667969,6.3310546875,7.484130859375
train-s2164,"“今,あちらでデモやっています”と言っていたので,チラシを一枚もらった。",3,貰う,もらっ,24,26,3.875,3.5234375,3.244140625
train-s2166,そのときのメンバーに吉松孝博がいる。,2,居る,いる,9,10,2.484375,3.427734375,3.498046875
train-s2167,2012年10月25日-26日に屋外競輪場としては初めて青森競輪場でミッドナイト競輪が開催されることとなった。,2,開催,開催,26,33,2.869140625,2.306640625,2.02734375
train-s2168,"両親に問題がないとは言いませんが,どう考えても宗教団体側の教義や指導方法が根本的な原因のように思えます。",21,思う,思え,33,35,1.392822265625,5.37744140625,1.043701171875
train-s2169,私利私欲で動いているわけではなく人としての情もあるが、人間やメダロットをコマ扱いすることにはためらいがなく、必要であれば罪なき一般市民への攻撃も行う。,16,行う,行う,47,48,2.115234375,4.9375,2.0390625
train-s2170,江戸時代はこれを課されると入会地などの共同所有地が使えなくなり事実上生活が出来なくなった。,16,成る,なっ,26,28,2.396484375,18.365234375,2.19140625
train-s2174,4月下旬から切れが増し、手応えを感じた直後の5月上旬、練習試合で利き腕の左ひじに激痛が走った。,18,走る,走っ,28,30,1.7880859375,0.83642578125,2.052734375
train-s2175,音楽喜劇《Las de Caín》はサルスエラ座で1958年に初演されたものの、歌劇《フアン・ホセ Juan José》は、1979年のリハーサル中に制作が延期されて以来、今なお上演されていない。,7,上演,上演,48,54,0.658203125,1.8369140625,0.96630859375
train-s2177,"女性の社会進出が叫ばれて久しい昨今ですが,今後こういった女性のスタートアップは増えるんじゃないかなと個人的に思います。",19,思う,思い,33,35,1.6513671875,6.33203125,1.580078125
train-s2178,振り抜いた後の軌道が大きく、見ている者までスカッとさせる打球を飛ばす。,13,飛ばす,飛ばす,20,21,1.5537109375,1.2294921875,1.33984375
train-s2181,近年は制作本数の減少に伴い、他社と同様に、正社員を減らして作品ごとに契約スタッフを採用する形にし、スタジオ経営のスリム化を図っている。,17,図る,図っ,38,41,2.2421875,1.38232421875,3.650390625
train-s2186,戦後、長年希望していた学校教師として採用され、数学と物理学を教えることになった。,2,教える,教える,23,28,1.904296875,14.16796875,1.3388671875
train-s2187,市内循環バスも運行されており、松浦橋・東唐津・宝当桟橋を経由して唐津駅に至る東コースと、日赤病院前・西唐津駅・唐津港を経由して大手口に至る西コースがある。,18,有る,ある,52,53,0.85205078125,0.77978515625,1.2041015625
train-s2189,また清は崇禎帝を明朝歴代皇帝と同じ北京昌平山に葬り、陵墓を「思陵」とした。,13,為る,し,24,26,2.71484375,3.07421875,4.88671875
train-s2190,以前の歯とは全然違うことが見ただけでわかります。,4,分かる,わかり,14,16,1.241455078125,4.5078125,1.3779296875
train-s2193,レースは上がり5ハロンが推定56秒と5ハロンの重賞並みの時計が出ていて、先行馬には厳しい流れとなり総崩れとなった。,20,成る,なっ,34,36,1.751953125,19.2265625,3.140625
train-s2194,引退した3年後の1996年にホワイトソックスでの自身の背番号72が、殿堂入りした翌年の2001年にはレッドソックスで、在籍していたときの背番号27がそれぞれ永久欠番に指定された。,19,指定,指定,51,55,1.611328125,2.470703125,2.482421875
train-s2195,空軍の衛星高度戦隊にボーイフレンドがいる。,2,居る,いる,10,11,4.25,9.453125,3.521484375
train-s2198,混んでいる場合多いので、電話で確認した方が良いと思います。,4,思う,思い,18,20,1.296875,18.375,1.7783203125
train-s2199,それまでパソコンゲーム雑誌で数ページだけ扱われているだけだったアダルトゲームについて誌面全体をそれだけに絞った構成で注目され、その後の類似誌の創刊ラッシュなどアダルトゲーム専門誌・美少女ゲーム専門誌というジャンルを築き上げた。,21,築き上げる,築き上げ,59,61,7.689453125,6.4556884765625,7.6494140625
train-s2201,イメージを伝えていたのでかなりかわいらしくそしてドレスにもぴったり合った、髪型を作ってもらえました。,14,作る,作っ,21,26,4.48828125,6.482421875,7.587890625
train-s2202,右翼は東進し、ドナウ川へ到達しブダペストを目指した。,2,目指す,目指し,13,15,6.265625,12.390625,5.41796875
train-s2204,中国での第1期原発プロジェクトは東芝傘下のWHが4基受注したが、第2期からは中国独自で取り組む方針を表明している。,12,表明,表明,33,37,5.171875,4.71484375,3.736328125
train-s2205,モデム機能のみを持ち、その他の機能をコンピュータ側ソフトウェアで実現したものもある。,14,有る,ある,21,22,4.37890625,9.515625,5.0234375
train-s2213,主機は海大3型bと同じズルツァー式ディーゼルを搭載したが水上速力は0.5ノット増加している。,7,増加,増加,25,29,8.34375,6.046875,11.625
train-s2214,シカゴ出身の腹話術師エドガー・バーゲンは、人形のチャーリー・マッカーシーとともに、1930年代から1940年代にかけてラジオ放送で大きな人気を得た。,2,得る,得,36,38,2.017578125,1.5947265625,0.69873046875
train-s2215,逃げていく兵士が前進してくるヘッセン兵の一隊との交戦を拒んだとき、ワシントンは乗馬鞭でその士官の何人かを殴ったとされている。,24,為る,さ,37,41,5.03515625,7.2734375,7.89453125
train-s2218,ダーターの乗員を救助した後、5時55分にデイスはダーターに向けて魚雷を4本発射したが、岩礁に当たって爆発しただけだった。,22,爆発,爆発,34,40,1.46875,0.9990234375,1.041015625
train-s2230,現在、京都市立芸術大学音楽部で声楽を指導している。,2,指導,指導,13,17,3.478515625,3.009765625,6.4921875
train-s2232,エピソード「ミニハウスでさわやかな夏」によれば、未来の世界では資源節約のため、人々が時折小さくなって「ミニハウス」に住むために使用されているという。,13,言う,いう,44,45,2.6875,2.025390625,1.9951171875
train-s2235,日弁連事務総長、東京弁護士会長などを経て、92~94年に日弁連会長を務めた。,8,勤める,務め,24,26,1.275390625,13.1640625,1.361328125
train-s2236,1990~1991年にかけては、カントナーはKBCBAND のキーボーディスト、ティム・ゴーマンと、ギタリスト、スリック・アギラーらとソロ・アコースティックユニットPaul Kantner’s Wooden shipを組み全米でライブ活動を行なった。,7,行う,行なっ,46,48,3.404296875,12.015625,3.505859375
train-s2241,うどん屋さんの屋号ながら、豚バラ丼がメインを張ってる。,4,張る,張っ,13,15,6.49609375,11.603515625,17.2109375
train-s2242,特にスタースクリームやエアラクニッド等のディセプティコン側はキャラクターの性格が変わるほどおふざけが入れられている。,6,入れる,入れ,20,24,9.578125,6.6953125,6.4140625
train-s2247,著作権管理団体の役割には以下のものがある。,2,有る,ある,13,14,7.19140625,7.1953125,1.2236328125
train-s2252,一点突破したものがあなたにあるか。,4,有る,ある,10,12,8.1796875,16.33203125,5.75
train-s2254,料理の自動製造機械とプロの職人が同じ料理を作った場合、どちらが速いかを競う。,12,競う,競う,23,24,2.45703125,1.3984375,1.7724609375
train-s2255,フレデリックスバーグに向かう途中、11月24日にファルマウスに到着、戦闘が発生した12月13日までその場に留まった。,9,留まる,留まっ,28,30,1.1044921875,2.664306640625,2.76171875
train-s2257,三姉妹の次女・キャサリンとは恋仲であり、彼女を通じて長女のジェーンを殺害、更に三女のドミニクをも殺害する。,12,殺害,殺害,30,32,0.56640625,0.7724609375,1.6103515625
train-s2260,"この仕事を投げ出していった者は,その瞬間までウソをついていただけで,その後も一生ウソつきで生きるしかない。",19,生きる,生きる,29,32,4.6171875,3.564453125,3.88671875
train-s2262,「リスク回避の心理が働いている」と述べた。,4,述べる,述べ,12,14,6.80859375,5.23046875,5.11328125
train-s2264,その際、通常BOT方式が用いられた。,2,用いる,用い,8,11,10.609375,4.33984375,4.046875
train-s2266,"第2回となる2月7日のセミナーでは,宣伝チラシに以下の企業名が並んでいます。",2,並ぶ,並ん,23,27,6.4765625,5.7578125,7.6748046875
train-s2270,問題の多かった公企業を4社から2社へと統併合し、仁川広域市の予算の中で土木建設関連予算を削減し、教育・福祉予算を拡大する方向に向かっている。,24,向かう,向かっ,44,47,6.49609375,14.09765625,5.23828125
train-s2277,「2011マルキユーサマーカップへらぶな釣り大会」が23日、滋賀・甲賀市の甲南へらの池で開催された。,7,開催,開催,24,28,1.6162109375,2.208984375,1.3798828125
train-s2278,冒頭から意味がわかりません。,2,分かる,わかり,5,8,5.7822265625,16.6328125,2.953125
train-s2283,"まだ年が明けていない時間帯でしたが,すでにみなさん書き初めを済ませたようで,“餃子王将”“焼肉定食”“今田耕司”といった習字が飾られていました。",18,飾る,飾ら,42,48,4.7705078125,6.0625,4.7705078125
train-s2286,同CEOは2007年にCEOに就任して以降、買収戦略を追求してきている。,2,追求,追求,17,23,7.8203125,7.29296875,7.2265625
train-s2287,予想外の利上げの背景には、ランドが昨年来で26%上昇したことが寄与し、インフレが抑制されていることがある。,13,抑制,抑制,27,35,3.736328125,1.6396484375,1.7958984375
train-s2289,別府市の姉妹都市韓国モッポ市の公式訪問団が、きょう浜田市長を表敬訪問し、今後も観光や文化の面で交流を進めていくことを確認しました。,21,確認,確認,38,42,1.5419921875,2.63671875,0.763671875
train-s2291,ベスメルトノワは技術や表現力でも高い評価を受けていたが、その音楽性において特に優れていた。,8,優れる,優れ,25,29,7.14453125,6.95703125,6.71807861328125
train-s2297,2つの切断ドメインが二量体化し且つDNAを切断するためには、個々のZFNがDNAの異なる鎖を認識し、各C末端が一定の間隔になるようにDNAに結合しなければならない。,30,結合,結合,46,52,2.197265625,1.5400390625,0.87158203125
train-s2301,主にアダルトゲームやドラマCDのシナリオを手がける。,2,手掛ける,手がける,10,11,4.2109375,9.78076171875,4.2421875
train-s2304,鹿児島本線渡瀬駅と国道208号を連絡する。,2,連絡,連絡,10,12,1.7158203125,5.86328125,3.740234375
train-s2307,U-18日本代表での海外遠征で、185センチの長身に加え、パスセンスにも優れた高橋のプレーを目にしたブリスベン側が高く評価した。,9,評価,評価,37,40,6.2578125,1.720703125,0.208984375
train-s2309,その後も『香港ラプソディー』『屋根の上のヴァイオリン弾き』『マイ・フェア・レディ』など、ミュージカルの出演が多いが、『リア王』『十二夜』などのストレートプレイにも、精力的に出演している。,11,出演,出演,51,55,2.08984375,1.2080078125,0.3984375
train-s2310,これ以上何を望むというのか?,4,言う,いう,7,10,2.501953125,1.775390625,2.48828125
train-s2316,カードの表面には、パクティオーを行った従者の肖像が描かれている他、姓名、称号、徳性、方位、数字、色調、星辰、などの情報が記入されている。,21,記入,記入,39,44,5.13671875,4.01171875,4.5390625
train-s2319,前型に引き続き木造船体であり主機台がケヤキの集成材を使用した以外はベイマツが主体となっている。,14,成る,なっ,26,29,2.248046875,13.109375,3.158203125
train-s2322,"昨日,現地調査を兼ねて訪問した。",4,訪問,訪問,8,11,6.9609375,5.4140625,5.3828125
train-s2323,作品はリストの明らかな影響が指摘され、リストのカデンツァの超絶技巧が点在している。,10,点在,点在,20,24,12.25,11.9375,13.4453125
train-s2325,"しかし,幸福の科学出版に出荷されたガラパゴスのすべてを信者が実際に購入したとは限りません。",8,限る,限り,25,28,3.5625,4.90625,4.84765625
train-s2327,これを、カセグレン焦点と呼ぶ。,4,呼ぶ,呼ぶ,7,8,7.75,7.51171875,7.4921875
train-s2328,ゴセックは、ロマン派音楽の時代における、オーケストラの拡張や上演における起用人員の膨張傾向、ステージ上・ステージ外における空間配置へのこだわりなどを先取りしている。,2,先取り,先取り,42,46,6.581298828125,8.1845703125,7.82373046875
train-s2329,命令セットアーキテクチャによってはこれらが呼び出し命令の一部として実行され、そのような環境ではプロローグですべきことは無い。,15,為る,す,30,35,10.3359375,9.7109375,9.0546875
train-s2330,机の配置から備品のレンタル迄、何から何まで無料でわがままを聞いてくれる会議室で感激しました。,6,感激,感激,24,28,9.63775634765625,7.57421875,6.8515625
train-s2331,ドルチェ&ガッバーナのショーに来場した時、痩せすぎモデルが問題になっていたため、それと対極するベルッチの体型は話題となった。,17,成る,なっ,34,36,8.2734375,18.2890625,6.33984375
train-s2332,ダバオの産業は農業関連産業および工業がダバオに多く集中する各種大学や、恵まれた通信インフラ・電力インフラなどを生かして情報技術産業の中心になろうという構想もある。,23,有る,ある,42,43,3.583984375,3.64453125,3.947265625
train-s2335,私個人としては、節約したいのならば自分で料理を作る。,2,作る,作る,18,19,2.8515625,2.0703125,2.580078125
train-s2336,払い込みは9月22日付けで行われる予定で、実施後は、GMOがアクロディアの株式19.96%を保有することになり、筆頭株主となる。,10,成る,なる,37,38,0.93994140625,1.4189453125,0.61767578125
train-s2340,客層は雰囲気のいい人が多いので、接待には使えるかも。,6,使う,使える,15,18,5.47265625,5.27734375,5.90234375
train-s2341,バチカン銀行はイタリアンマフィアやアメリカンギャングの資金洗浄先に活用されていた過去があります。,2,有る,あり,22,24,0.2044677734375,2.30859375,2.58203125
train-s2342,犬をみてもらいました。,2,見る,み,3,8,8.765625,11.75,10.3125
train-s2345,地元である鯖江市杉本町の西光寺の表門は元・吉江陣屋の表門を移築したものであり、これが確認されている現存する唯一の遺構となっている。,16,成る,なっ,40,43,2.439453125,16.46875,2.978515625
train-s2346,これらは陸海軍の将校に、従来の日本刀に比べて手入れが少なく切れ味が持続するという圧倒的に優れた性能を持ち、安価で惜しげなく使える刀身として重宝され、下士官兵には官給軍刀の刀身として支給・実戦投入され、第二次大戦敗戦まで大量に使用された。,35,使用,使用,75,79,2.431640625,1.6337890625,0.96826171875
train-s2349,"そして1991年に富士宮総本部,1997年に上九一色村で解体中のサティアンを訪れたことに触れ,1998年の宗教情報リサーチセンターの発足にオウムの事件の影響があったことを記している。",23,記す,記し,46,49,3.634765625,3.6943359375,4.4296875
train-s2351,1993年、映画『仮面ライダーZO』の麻生勝/仮面ライダーZO役で初主演を務め、これが映画初出演となる。,7,成る,なる,32,33,0.91162109375,1.6171875,2.14453125
train-s2352,この報告を受け第38師団約1万名の輸送が決定した。,7,決定,決定,15,18,9.375,4.74609375,7.64453125
train-s2357,対幻神獣を想定したデッキを使っていたが、夜行の呪縛から開放された後は遊戯と行動を共にし、特殊能力を持つエルフモンスターを主力とした彼本来のデッキを使用する。,36,使用,使用,50,52,4.09375,2.80078125,3.453125
train-s2360,"私がサリンを発散した車両では,一人の方が亡くなられ,また一人の方は重篤な障害を負われ,今も闘病生活を続けておられます。",29,続ける,続け,36,41,2.796875,1.90625,1.2294921875
train-s2362,同会は、駅前活性化委員会とも連携、商店街の店から出前を取って提供することなども検討している。,8,検討,検討,27,31,1.1376953125,0.60302734375,1.11328125
train-s2364,加藤Dの補佐及び出演者の番組の実務を担当する。,2,担当,担当,13,15,5.04296875,2.494140625,3.59765625
train-s2368,また、業務を標準化することにより、コミュニケーションを円滑にするとともに、業務変革を進めていきます。,14,進める,進め,24,28,6.0859375,5.8203125,4.6484375
train-s2369,1995年にはどうにかカムバックし、同年5月、ムルマンスクで観艦式に参加したのが最後の花道になった。,6,成る,なっ,29,31,3.0703125,13.421875,3.654296875
train-s2374,"細心の注意を払って,これだけのイベントを開催し,沢山の著書を出してこられたことが伺えます。",18,伺う,伺え,27,29,4.987548828125,5.083251953125,6.4384765625
